character_id,episode_id,character_name,source_field
char__archer,train_ep_003632,archer,agents
char__court_jester,train_ep_003632,court jester,agents
char__helpers,train_ep_003633,helpers,agents
char__hunter,train_ep_003633,hunter,agents
char__fish,train_ep_003634,fish,agents
char__queen,train_ep_003634,queen,agents
char__their_family,train_ep_003635,their family,agents
char__wife,train_ep_003635,wife,agents
char__spirit,train_ep_003636,spirit,agents
char__there_is_the_lighthouse_keeper_on_his_daily_walk_up_the_boardwalk,train_ep_003636,there is the lighthouse keeper on his daily walk up the boardwalk,agents
char__court_treasurer,train_ep_003637,court treasurer,agents
char__drunk_reeling_out_of_the_saloon,train_ep_003637,drunk reeling out of the saloon,agents
char__fisherman,train_ep_003638,fisherman,agents
char__sailor,train_ep_003638,sailor,agents
char__guard,train_ep_003639,guard,agents
char__pet_dog,train_ep_003639,pet dog,agents
char__dragon,train_ep_003640,dragon,agents
char__fairy,train_ep_003640,fairy,agents
char__peasant,train_ep_003641,peasant,agents
char__performer,train_ep_003641,performer,agents
char__bird,train_ep_003642,bird,agents
char__peasant,train_ep_003642,peasant,agents
char__guard,train_ep_003643,guard,agents
char__king,train_ep_003643,king,agents
char__beggar,train_ep_003644,beggar,agents
char__guard,train_ep_003644,guard,agents
char__dragon,train_ep_003645,dragon,agents
char__ghost,train_ep_003645,ghost,agents
char__parent,train_ep_003646,parent,agents
char__troll,train_ep_003646,troll,agents
char__gods,train_ep_003647,gods,agents
char__monk,train_ep_003647,monk,agents
char__cockroach,train_ep_003648,cockroach,agents
char__lands_lord,train_ep_003648,lands lord,agents
char__cat,train_ep_003649,cat,agents
char__horse,train_ep_003649,horse,agents
char__person,train_ep_003650,person,agents
char__wolves,train_ep_003650,wolves,agents
char__animal,train_ep_003651,animal,agents
char__traveler,train_ep_003651,traveler,agents
char__god,train_ep_003652,god,agents
char__villager,train_ep_003652,villager,agents
char__prisoner,train_ep_003653,prisoner,agents
char__visitor,train_ep_003653,visitor,agents
char__angel,train_ep_003654,angel,agents
char__executioner,train_ep_003654,executioner,agents
char__servant,train_ep_003655,servant,agents
char__village_chief,train_ep_003655,village chief,agents
char__dragon,train_ep_003656,dragon,agents
char__head_priest,train_ep_003656,head priest,agents
char__hunting_dog,train_ep_003657,hunting dog,agents
char__miner,train_ep_003657,miner,agents
char__people,train_ep_003658,people,agents
char__queen,train_ep_003658,queen,agents
char__groom,train_ep_003659,groom,agents
char__servant,train_ep_003659,servant,agents
char__monkey,train_ep_003660,monkey,agents
char__outlaw,train_ep_003660,outlaw,agents
char__spider,train_ep_003661,spider,agents
char__subjects,train_ep_003661,subjects,agents
char__dogs,train_ep_003662,dogs,agents
char__farmers,train_ep_003662,farmers,agents
char__although_the_temple_is_full_no_one_is_speaking_and_all_you_can_hear_are_muted_scuffling_feet,train_ep_003663,although the temple is full no one is speaking and all you can hear are muted scuffling feet,agents
char__mysterious_merchant,train_ep_003663,mysterious merchant,agents
char__horse_tied_up_in_front_of_a_shop,train_ep_003664,horse tied up in front of a shop,agents
char__squire,train_ep_003664,squire,agents
char__blacksmith,train_ep_003665,blacksmith,agents
char__soldier,train_ep_003665,soldier,agents
char__bandit,train_ep_003666,bandit,agents
char__local,train_ep_003666,local,agents
char__caretaker,train_ep_003667,caretaker,agents
char__priest,train_ep_003667,priest,agents
char__member,train_ep_003668,member,agents
char__sneaky_thief,train_ep_003668,sneaky thief,agents
char__invader,train_ep_003669,invader,agents
char__watchman,train_ep_003669,watchman,agents
char__royalty,train_ep_003670,royalty,agents
char__visitor,train_ep_003670,visitor,agents
char__clergy,train_ep_003671,clergy,agents
char__donkey,train_ep_003671,donkey,agents
char__servant,train_ep_003672,servant,agents
char__woman,train_ep_003672,woman,agents
char__army,train_ep_003673,army,agents
char__diplomat,train_ep_003673,diplomat,agents
char__diplomat,train_ep_003674,diplomat,agents
char__guard,train_ep_003674,guard,agents
char__sailor,train_ep_003675,sailor,agents
char__spelunker,train_ep_003675,spelunker,agents
char__cat,train_ep_003676,cat,agents
char__traveler,train_ep_003676,traveler,agents
char__bird,train_ep_003677,bird,agents
char__clergyman,train_ep_003677,clergyman,agents
char__fighters,train_ep_003678,fighters,agents
char__rat,train_ep_003678,rat,agents
char__merchant,train_ep_003679,merchant,agents
char__seagull,train_ep_003679,seagull,agents
char__camel,train_ep_003680,camel,agents
char__widow,train_ep_003680,widow,agents
char__cleaning_person,train_ep_003681,cleaning person,agents
char__farm_hand,train_ep_003681,farm hand,agents
char__butler,train_ep_003682,butler,agents
char__guest,train_ep_003682,guest,agents
char__nuns,train_ep_003683,nuns,agents
char__wolf,train_ep_003683,wolf,agents
char__priest,train_ep_003684,priest,agents
char__resident,train_ep_003684,resident,agents
char__gardener,train_ep_003685,gardener,agents
char__military_commander,train_ep_003685,military commander,agents
char__ambassador,train_ep_003686,ambassador,agents
char__ghost,train_ep_003686,ghost,agents
char__pig,train_ep_003687,pig,agents
char__priest,train_ep_003687,priest,agents
char__farm_hand,train_ep_003688,farm hand,agents
char__flirty_barmaid,train_ep_003688,flirty barmaid,agents
char__altar_boy,train_ep_003689,altar boy,agents
char__manikin,train_ep_003689,manikin,agents
char__guard,train_ep_003690,guard,agents
char__servant,train_ep_003690,servant,agents
char__knight,train_ep_003691,knight,agents
char__spirit,train_ep_003691,spirit,agents
char__god,train_ep_003692,god,agents
char__priest,train_ep_003692,priest,agents
char__cat,train_ep_003693,cat,agents
char__servant,train_ep_003693,servant,agents
char__king,train_ep_003694,king,agents
char__person,train_ep_003694,person,agents
char__judge,train_ep_003695,judge,agents
char__thief,train_ep_003695,thief,agents
char__knight,train_ep_003696,knight,agents
char__petitioner,train_ep_003696,petitioner,agents
char__thief,train_ep_003697,thief,agents
char__town_sheriff,train_ep_003697,town sheriff,agents
char__person,train_ep_003698,person,agents
char__town_baker,train_ep_003698,town baker,agents
char__king,train_ep_003699,king,agents
char__kings,train_ep_003699,kings,agents
char__deer,train_ep_003700,deer,agents
char__peasant,train_ep_003700,peasant,agents
char__peasant,train_ep_003701,peasant,agents
char__priest,train_ep_003701,priest,agents
char__choirboy,train_ep_003702,choirboy,agents
char__member,train_ep_003702,member,agents
char__fisherman,train_ep_003703,fisherman,agents
char__seagull,train_ep_003703,seagull,agents
char__alligator,train_ep_003704,alligator,agents
char__queen_s,train_ep_003704,queen's,agents
char__acolyte,train_ep_003705,acolyte,agents
char__party_goers,train_ep_003705,party goers,agents
char__king,train_ep_003706,king,agents
char__merchant,train_ep_003706,merchant,agents
char__fruit_bat,train_ep_003707,fruit bat,agents
char__guest,train_ep_003707,guest,agents
char__guard,train_ep_003708,guard,agents
char__knight,train_ep_003708,knight,agents
char__blacksmith,train_ep_003709,blacksmith,agents
char__king,train_ep_003709,king,agents
char__queen,train_ep_003710,queen,agents
char__there_is_also_a_young_woman_selling_flowers_to_passersby,train_ep_003710,there is also a young woman selling flowers to passersby,agents
char__knight,train_ep_003711,knight,agents
char__soldier,train_ep_003711,soldier,agents
char__noble,train_ep_003712,noble,agents
char__wife,train_ep_003712,wife,agents
char__snakes,train_ep_003713,snakes,agents
char__spider,train_ep_003713,spider,agents
char__person,train_ep_003714,person,agents
char__supplicant,train_ep_003714,supplicant,agents
char__royal_family,train_ep_003715,royal family,agents
char__town_official,train_ep_003715,town official,agents
char__merchant,train_ep_003716,merchant,agents
char__owner,train_ep_003716,owner,agents
char__iguana,train_ep_003717,iguana,agents
char__traveler,train_ep_003717,traveler,agents
char__king,train_ep_003718,king,agents
char__maid,train_ep_003718,maid,agents
char__loved_one,train_ep_003719,loved one,agents
char__water_nymph,train_ep_003719,water nymph,agents
char__robber,train_ep_003720,robber,agents
char__soldier,train_ep_003720,soldier,agents
char__cow,train_ep_003721,cow,agents
char__farmer,train_ep_003721,farmer,agents
char__prince,train_ep_003722,prince,agents
char__queen,train_ep_003722,queen,agents
char__king,train_ep_003723,king,agents
char__queen,train_ep_003723,queen,agents
char__rat,train_ep_003724,rat,agents
char__thief,train_ep_003724,thief,agents
char__lizards,train_ep_003725,lizards,agents
char__snakes,train_ep_003725,snakes,agents
char__lady_of_the_house,train_ep_003726,lady of the house,agents
char__soldier,train_ep_003726,soldier,agents
char__drunk_reeling_out_of_the_saloon,train_ep_003727,drunk reeling out of the saloon,agents
char__knight,train_ep_003727,knight,agents
char__outlaw,train_ep_003728,outlaw,agents
char__owl,train_ep_003728,owl,agents
char__peasant,train_ep_003729,peasant,agents
char__worshiper,train_ep_003729,worshiper,agents
char__guard,train_ep_003730,guard,agents
char__worshipper,train_ep_003730,worshipper,agents
char__guard,train_ep_003731,guard,agents
char__royal_family,train_ep_003731,royal family,agents
char__peasant,train_ep_003732,peasant,agents
char__wise_men,train_ep_003732,wise men,agents
char__peasant,train_ep_003733,peasant,agents
char__traders,train_ep_003733,traders,agents
char__bird,train_ep_003734,bird,agents
char__person,train_ep_003734,person,agents
char__rat,train_ep_003735,rat,agents
char__serving_boy,train_ep_003735,serving boy,agents
char__guest,train_ep_003736,guest,agents
char__servant,train_ep_003736,servant,agents
char__assistant,train_ep_003737,assistant,agents
char__worshiper,train_ep_003737,worshiper,agents
char__king,train_ep_003738,king,agents
char__noble,train_ep_003738,noble,agents
char__animal,train_ep_003739,animal,agents
char__torturer,train_ep_003739,torturer,agents
char__peasant,train_ep_003740,peasant,agents
char__wizard_overseer,train_ep_003740,wizard overseer,agents
char__criminal,train_ep_003741,criminal,agents
char__guard,train_ep_003741,guard,agents
char__priest,train_ep_003742,priest,agents
char__squirrel,train_ep_003742,squirrel,agents
char__painter,train_ep_003743,painter,agents
char__worker,train_ep_003743,worker,agents
char__groom_of_the_stool,train_ep_003744,groom of the stool,agents
char__subject,train_ep_003744,subject,agents
char__monster,train_ep_003745,monster,agents
char__traveller,train_ep_003745,traveller,agents
char__acolyte,train_ep_003746,acolyte,agents
char__priestess,train_ep_003746,priestess,agents
char__ghost,train_ep_003747,ghost,agents
char__raccoon,train_ep_003747,raccoon,agents
char__person,train_ep_003748,person,agents
char__pirate,train_ep_003748,pirate,agents
char__knight_in_shining_armor,train_ep_003749,knight in shining armor,agents
char__mermaid,train_ep_003749,mermaid,agents
char__guest,train_ep_003750,guest,agents
char__queen,train_ep_003750,queen,agents
char__king_s_horses,train_ep_003751,king's horses,agents
char__rat,train_ep_003751,rat,agents
char__bat,train_ep_003752,bat,agents
char__thief,train_ep_003752,thief,agents
char__person,train_ep_003753,person,agents
char__seagull,train_ep_003753,seagull,agents
char__spider,train_ep_003754,spider,agents
char__spirits,train_ep_003754,spirits,agents
char__tribesman,train_ep_003755,tribesman,agents
char__prisoner,train_ep_003756,prisoner,agents
char__royalty,train_ep_003756,royalty,agents
char__ogre,train_ep_003757,ogre,agents
char__trolls,train_ep_003757,trolls,agents
char__king,train_ep_003758,king,agents
char__lawyer,train_ep_003758,lawyer,agents
char__cow,train_ep_003759,cow,agents
char__farmer,train_ep_003759,farmer,agents
char__person,train_ep_003760,person,agents
char__person_on_a_pilgrimage,train_ep_003760,person on a pilgrimage,agents
char__child,train_ep_003761,child,agents
char__witch,train_ep_003761,witch,agents
char__king_consort,train_ep_003762,king consort,agents
char__queen_s,train_ep_003762,queen's,agents
char__bear,train_ep_003763,bear,agents
char__snake,train_ep_003763,snake,agents
char__goat,train_ep_003764,goat,agents
char__sacrifice,train_ep_003764,sacrifice,agents
char__altar_boy,train_ep_003765,altar boy,agents
char__parishioner,train_ep_003765,parishioner,agents
char__enemy,train_ep_003766,enemy,agents
char__torture_assistant,train_ep_003766,torture assistant,agents
char__castaway,train_ep_003767,castaway,agents
char__person,train_ep_003767,person,agents
char__fisher,train_ep_003768,fisher,agents
char__hunter,train_ep_003768,hunter,agents
char__governor,train_ep_003769,governor,agents
char__woman,train_ep_003769,woman,agents
char__soldier,train_ep_003770,soldier,agents
char__wise_men,train_ep_003770,wise men,agents
char__old_men,train_ep_003771,old men,agents
char__woman,train_ep_003771,woman,agents
char__witch,train_ep_003772,witch,agents
char__young_princess,train_ep_003772,young princess,agents
char__eagle,train_ep_003773,eagle,agents
char__monk,train_ep_003773,monk,agents
char__ghost,train_ep_003774,ghost,agents
char__grave_digger,train_ep_003774,grave digger,agents
char__daughter,train_ep_003775,daughter,agents
char__princess_who_lives_in_the_castle_and_can_t_escape,train_ep_003775,princess who lives in the castle and can't escape,agents
char__garden_dog,train_ep_003776,garden dog,agents
char__wolves,train_ep_003776,wolves,agents
char__hermit,train_ep_003777,hermit,agents
char__priest,train_ep_003777,priest,agents
char__assassin,train_ep_003778,assassin,agents
char__guard,train_ep_003778,guard,agents
char__princess,train_ep_003779,princess,agents
char__troll,train_ep_003779,troll,agents
char__field_mice,train_ep_003780,field mice,agents
char__thief,train_ep_003780,thief,agents
char__evil_wizard,train_ep_003781,evil wizard,agents
